Name,Type,Threshold,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Value_45,Value_46,Value_47,Value_48,Value_49
List_148,stdList,1518.162705,51,69,79,38,40,66,69,49,2,90,87,15,63,60,11,42,98,22,24,60,75,78,84,59,21,52,90,16,72,100,97,19,38,31,49,85,40,32,90,,,,,,,,,,,
List_149,sumList,55.03710689,95,69,74,63,45,4,85,78,25,33,17,93,54,15,52,32,9,62,57,55,46,18,23,92,59,83,8,15,95,52,100,,,,,,,,,,,,,,,,,,,
List_150,stdList,448.8284696,53,88,97,98,44,2,61,80,57,87,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_151,meanList,-2.30917857,9,66,49,73,62,57,54,65,41,29,5,81,4,93,90,31,82,91,38,5,29,86,53,27,1,14,84,57,70,33,,,,,,,,,,,,,,,,,,,,
List_152,sumList,482.9094965,24,84,40,90,69,69,81,14,15,95,72,95,97,93,7,63,96,44,35,42,27,37,59,98,54,66,45,14,82,60,,,,,,,,,,,,,,,,,,,,
List_153,sumList,76.27601941,46,46,86,53,83,25,22,51,58,82,71,69,90,70,4,72,37,2,60,92,50,48,88,22,55,44,51,70,24,74,77,91,,,,,,,,,,,,,,,,,,
List_154,meanList,53.91863783,98,41,68,11,8,6,26,63,32,60,36,79,11,34,40,56,20,24,35,86,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_155,stdList,17.97214868,37,77,69,85,42,28,61,7,14,25,48,43,22,85,51,77,86,41,35,46,30,23,23,94,18,19,37,57,,,,,,,,,,,,,,,,,,,,,,
List_156,sumList,-775.5995007,85,19,20,49,30,48,24,58,97,13,53,12,29,3,18,57,93,1,12,24,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_157,meanList,-674.262695,63,99,48,18,77,18,91,74,27,13,9,63,30,64,89,54,59,85,72,56,91,12,31,51,,,,,,,,,,,,,,,,,,,,,,,,,,
List_158,stdList,19.22585489,82,54,88,74,12,2,19,12,93,20,43,33,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_159,stdList,16.20949446,47,32,49,26,37,79,4,73,26,58,29,28,81,18,34,68,52,79,83,15,94,81,23,32,27,45,75,,,,,,,,,,,,,,,,,,,,,,,
List_160,meanList,-30.71484582,67,70,73,87,68,57,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_161,stdList,173.336138,62,99,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_162,meanList,43.7584045,25,93,46,12,60,46,12,60,18,61,47,70,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_163,stdList,-939.8008673,48,81,57,93,65,10,45,38,95,58,44,76,85,89,90,40,31,38,17,47,35,97,93,15,20,48,51,50,23,60,36,77,18,30,72,47,58,17,86,49,75,40,,,,,,,,
List_164,sumList,201.2313893,84,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_165,stdList,82.31872963,31,57,92,11,62,17,83,56,92,21,36,100,61,25,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_166,sumList,32.2539931,89,30,11,98,35,62,19,56,22,62,66,66,96,19,32,77,25,62,24,51,42,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_167,meanList,3350.157659,34,29,41,66,63,60,70,48,56,40,83,71,14,92,72,68,27,40,11,44,46,39,85,49,97,67,53,18,11,28,72,50,10,3,21,86,96,28,,,,,,,,,,,,
List_168,sumList,-22.93493448,53,88,52,12,39,69,71,33,81,80,31,58,93,16,67,78,89,62,64,52,5,51,25,1,44,1,5,100,35,60,16,2,42,48,33,39,6,1,10,32,18,43,7,23,53,72,48,,,
List_169,meanList,-50.16861978,84,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_170,stdList,10.05633408,92,5,26,52,73,99,26,86,8,97,72,47,44,58,13,24,37,6,77,23,48,14,77,14,54,14,51,89,55,95,74,95,23,23,,,,,,,,,,,,,,,,
List_171,meanList,47.11936441,78,55,20,75,86,57,78,100,69,9,97,6,32,1,54,8,27,24,84,12,57,4,34,61,37,19,7,19,92,67,83,58,,,,,,,,,,,,,,,,,,
List_172,sumList,-9.270979553,25,7,58,7,12,56,8,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_173,stdList,20.09637531,66,35,55,16,54,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_174,stdList,91.39576787,45,79,56,34,79,3,55,72,99,45,55,41,8,69,46,19,3,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_175,stdList,-2.649633614,27,48,85,49,40,97,61,22,89,48,18,69,58,48,43,47,76,40,68,57,74,97,37,14,77,58,54,2,,,,,,,,,,,,,,,,,,,,,,
List_176,sumList,-24.78201343,14,45,37,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_177,sumList,-22.21254849,71,46,2,83,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_178,stdList,265.1551173,32,59,66,10,18,40,79,19,85,54,85,75,65,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_179,sumList,2767.447694,91,20,8,64,83,61,31,25,48,36,75,100,30,34,78,80,66,4,91,40,62,5,67,21,61,39,59,25,57,34,45,14,14,2,35,68,46,32,27,93,34,85,8,75,82,92,,,,
List_180,stdList,-168.3123389,62,51,45,64,21,89,34,52,4,53,10,33,39,11,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_181,meanList,7.485918302,58,26,80,61,92,82,81,64,2,53,39,97,91,84,87,88,90,8,49,64,62,18,92,74,92,29,54,21,1,56,57,16,6,3,71,31,,,,,,,,,,,,,,
List_182,meanList,44.48384969,92,53,67,37,27,47,13,93,38,45,24,96,11,31,68,36,85,87,14,87,85,68,69,98,4,72,,,,,,,,,,,,,,,,,,,,,,,,
List_183,sumList,85.30926771,20,46,46,27,66,93,44,95,13,24,78,15,29,8,87,80,20,35,45,15,45,90,17,59,95,66,58,51,83,5,83,70,77,48,84,33,95,32,,,,,,,,,,,,
List_184,stdList,100.9513171,61,81,65,5,88,96,61,38,46,19,12,21,14,4,36,39,45,44,68,10,58,10,29,95,15,87,8,12,89,31,5,94,19,9,100,94,100,98,19,5,86,15,,,,,,,,
List_185,meanList,6.924769541,3,28,26,36,36,74,45,63,34,67,78,78,59,87,4,70,88,73,86,57,30,7,15,22,70,50,83,81,4,45,90,83,54,54,100,87,27,50,17,4,93,81,94,10,78,84,,,,
List_186,sumList,8.350629846,76,65,36,31,5,61,4,15,85,83,11,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_187,meanList,34.43220606,4,58,3,56,32,74,49,35,35,92,28,88,2,91,78,18,33,63,53,46,15,90,67,34,65,75,98,24,83,,,,,,,,,,,,,,,,,,,,,
List_188,sumList,-1238.909168,63,88,57,45,50,20,55,91,89,29,93,43,28,85,42,22,69,11,47,22,83,13,2,63,57,68,32,,,,,,,,,,,,,,,,,,,,,,,
List_189,stdList,40.6217568,28,18,50,56,74,81,59,100,55,28,57,30,36,36,100,3,4,82,85,48,90,92,38,49,15,90,4,12,86,80,33,95,92,11,99,74,40,35,100,,,,,,,,,,,
List_190,sumList,177.6118817,87,63,48,71,82,71,78,85,23,3,66,99,11,96,69,83,14,25,10,97,67,57,18,48,24,92,80,46,78,62,23,9,55,78,49,2,88,57,85,30,60,,,,,,,,,
List_191,meanList,19.28605927,34,3,7,40,67,23,4,44,85,78,3,71,100,44,79,88,61,86,55,12,95,48,73,48,93,23,6,89,99,3,89,67,29,78,48,34,19,2,9,21,8,88,56,20,21,,,,,
List_192,meanList,-3813.766192,54,39,85,98,32,8,60,10,22,2,19,97,78,65,17,82,37,26,6,17,16,28,93,1,75,13,57,41,54,46,43,3,63,5,64,38,57,13,56,61,9,41,3,1,27,9,77,60,,
List_193,sumList,-2177.553611,26,71,24,74,10,52,39,94,22,89,64,14,80,14,40,27,18,95,24,67,58,68,3,91,69,13,20,43,42,76,83,74,6,89,74,82,8,22,3,96,6,87,59,1,5,72,56,,,
List_194,sumList,41.91210895,5,39,66,91,27,87,32,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_195,meanList,35.80184237,22,39,5,70,74,94,64,82,68,72,29,27,73,75,64,36,68,74,26,65,41,17,47,72,45,10,24,88,95,19,6,14,13,11,,,,,,,,,,,,,,,,
List_196,sumList,-32.67599948,87,63,96,54,41,49,82,8,7,21,31,35,46,52,52,90,65,11,42,23,90,63,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,
List_197,stdList,40.57780717,6,80,81,84,68,7,80,51,25,8,99,91,9,58,10,26,41,90,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_198,sumList,31.61119374,29,86,63,91,91,36,45,19,11,86,21,71,59,42,90,23,51,23,49,90,8,95,26,43,59,28,65,,,,,,,,,,,,,,,,,,,,,,,
List_199,meanList,17.43942104,40,41,5,46,82,94,4,5,34,15,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_200,meanList,24.74358308,21,45,6,62,48,84,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_201,stdList,-392.7414504,87,37,21,22,80,54,55,78,78,97,73,83,27,70,61,45,11,5,65,24,95,17,71,56,16,32,97,68,69,40,16,12,77,16,39,53,86,95,86,12,1,16,44,31,32,80,,,,
List_202,sumList,16.28417028,3,14,74,51,53,30,78,69,97,8,63,70,39,100,93,40,97,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_203,stdList,2592.234214,3,77,74,95,90,20,8,66,96,30,97,92,55,80,24,88,36,62,66,22,43,47,62,6,10,94,44,60,19,84,100,89,,,,,,,,,,,,,,,,,,
List_204,stdList,27.18229946,38,63,76,9,74,55,41,85,10,81,64,47,50,81,50,4,56,53,61,81,81,57,2,4,11,91,28,,,,,,,,,,,,,,,,,,,,,,,
List_205,stdList,-28.11210604,7,60,13,9,3,53,80,68,75,31,22,91,54,45,36,81,97,76,34,73,60,71,49,53,,,,,,,,,,,,,,,,,,,,,,,,,,
List_206,meanList,-2.396771675,68,19,46,13,32,32,58,73,57,46,84,17,27,37,60,84,60,68,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_207,meanList,36.36729376,15,32,68,52,24,73,62,85,84,53,7,92,48,47,37,73,59,48,88,23,12,40,87,79,3,,,,,,,,,,,,,,,,,,,,,,,,,
List_208,stdList,8.419356815,56,64,56,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_209,meanList,1556.038755,98,14,60,76,88,11,65,86,64,72,47,64,82,35,3,54,7,58,91,86,18,27,11,59,15,81,26,,,,,,,,,,,,,,,,,,,,,,,
List_210,sumList,1940.908109,42,58,77,85,78,44,70,15,34,44,15,51,21,50,8,60,47,2,60,48,10,73,52,52,70,99,32,92,97,4,15,35,61,13,79,67,38,,,,,,,,,,,,,
List_211,sumList,-7.699233503,46,63,90,1,91,31,20,88,51,30,86,48,5,41,31,10,19,72,69,73,61,51,49,55,29,89,49,9,75,7,16,6,51,90,32,93,46,74,2,84,77,7,55,47,4,84,,,,
List_212,stdList,-6.177969838,91,97,19,19,84,16,71,89,5,97,82,47,80,95,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_213,meanList,43.70633396,68,44,33,21,74,24,82,31,17,53,38,42,10,3,56,56,61,71,26,16,60,1,25,70,25,79,59,53,7,27,34,37,4,57,82,,,,,,,,,,,,,,,
List_214,meanList,1083.309796,27,8,93,64,40,49,11,93,66,47,74,58,99,15,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_215,sumList,-12.83194028,79,92,86,26,56,85,17,11,7,46,4,64,94,47,32,86,56,26,87,21,76,53,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_216,meanList,1122.532313,66,80,77,21,28,33,50,80,99,64,41,28,48,93,16,37,94,11,84,67,41,35,74,40,85,38,98,60,55,2,22,24,42,88,71,56,34,58,65,77,24,40,10,23,99,69,90,59,,
List_217,sumList,3452.126844,59,10,74,70,88,55,28,58,11,70,61,100,96,18,92,65,40,58,42,13,67,75,40,25,66,3,24,64,76,79,22,,,,,,,,,,,,,,,,,,,
List_218,sumList,118.1770506,56,48,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_219,sumList,9.374769099,61,87,21,51,53,65,29,28,63,67,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_220,sumList,10.97978761,23,100,44,1,9,70,26,91,39,83,87,40,8,14,11,2,53,18,4,46,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_221,meanList,-67.43269043,69,43,43,26,92,19,62,36,6,70,13,65,81,90,6,12,47,38,84,100,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_222,sumList,-48.38215482,70,40,87,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_223,sumList,259.8585752,74,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_224,sumList,40.33588153,6,47,55,46,100,57,62,62,20,59,61,45,22,60,72,71,97,1,74,20,58,68,17,84,90,33,18,88,45,17,55,66,79,5,65,96,2,25,1,25,77,5,,,,,,,,
List_225,meanList,28.22773549,45,31,30,89,47,4,74,34,68,48,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_226,sumList,30.67926901,46,65,14,7,11,42,1,53,55,14,53,96,48,53,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_227,stdList,-211.3246932,74,27,26,43,56,61,20,99,86,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_228,meanList,13.16035816,33,60,92,26,64,83,97,92,1,35,2,44,7,91,23,43,98,90,68,10,67,69,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_229,sumList,2387.467546,62,84,22,57,20,13,70,13,95,34,1,91,16,100,6,60,84,96,70,48,77,59,84,72,85,6,70,,,,,,,,,,,,,,,,,,,,,,,
List_230,meanList,-9.358109974,92,35,46,20,4,23,87,33,19,70,78,23,43,70,51,92,62,41,63,70,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_231,meanList,41.37166115,73,71,16,17,9,43,38,25,72,74,37,69,18,47,92,12,80,2,21,31,63,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_232,stdList,20.7057793,58,15,51,50,24,28,63,16,14,10,8,98,37,51,47,71,68,55,40,46,50,59,82,33,46,75,57,66,88,97,17,80,90,33,39,75,84,9,62,92,14,97,51,38,95,96,71,94,,
List_233,stdList,21.47630729,25,66,61,8,85,21,39,72,58,18,83,96,66,36,82,2,47,92,65,92,14,59,52,38,80,73,11,24,58,83,74,87,69,27,41,83,1,62,64,69,,,,,,,,,,
List_234,meanList,3420.243105,19,5,93,96,68,40,56,18,29,76,22,72,24,81,77,18,42,9,91,20,69,39,28,19,12,16,79,82,93,84,40,24,40,39,54,49,67,23,18,87,46,19,40,,,,,,,
List_235,sumList,27.28857146,9,90,29,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_236,sumList,35.27998554,41,83,26,100,58,78,40,32,62,48,77,24,11,73,82,1,78,59,92,47,27,17,52,15,29,63,21,80,57,79,57,48,30,54,41,69,17,45,1,31,33,62,63,28,68,92,79,48,73,
List_237,sumList,3434.657258,37,34,61,43,70,38,98,89,44,25,19,12,23,8,33,82,53,21,74,97,52,74,28,38,58,37,92,38,74,48,82,1,63,97,13,26,46,71,10,,,,,,,,,,,
List_238,stdList,-12.82203439,25,69,75,31,16,12,89,10,76,35,42,59,21,24,32,92,11,2,33,94,3,1,93,3,82,68,,,,,,,,,,,,,,,,,,,,,,,,
List_239,meanList,142.9899043,19,37,96,1,46,55,54,1,75,54,89,74,60,45,15,72,54,97,84,24,36,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_240,stdList,803.2689814,74,49,18,19,98,91,38,70,7,34,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_241,sumList,-196.3353156,73,61,84,80,4,54,54,58,16,75,55,25,45,30,86,21,60,23,79,13,18,91,1,47,40,98,58,75,67,13,62,94,20,72,50,35,47,30,78,58,11,44,64,18,6,57,15,48,22,
List_242,sumList,-7.147753165,83,10,71,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_243,sumList,13.0724315,93,64,41,87,4,27,89,48,6,20,70,18,92,98,94,29,83,61,74,84,38,60,36,89,2,12,83,50,56,52,42,60,61,31,95,35,,,,,,,,,,,,,,
List_244,sumList,2958.032438,87,1,77,33,94,75,45,3,6,26,4,59,10,98,100,73,54,70,7,50,7,24,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_245,sumList,49.90670101,13,99,73,34,11,44,37,98,77,61,45,38,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_246,stdList,13.62102503,78,80,84,100,63,75,56,83,34,12,76,31,61,78,34,95,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_247,meanList,-4.238857203,61,58,8,96,44,9,82,29,34,34,86,35,91,86,97,14,17,2,12,63,85,17,32,72,76,,,,,,,,,,,,,,,,,,,,,,,,,
List_248,sumList,37.6649025,43,41,80,61,34,81,69,49,51,22,10,16,67,17,52,94,20,97,45,87,10,1,7,18,39,64,,,,,,,,,,,,,,,,,,,,,,,,
List_249,sumList,65.39389688,31,87,57,92,59,48,65,2,87,69,48,2,39,20,7,36,30,32,30,55,19,13,5,58,76,65,4,60,74,95,24,36,14,56,29,51,79,56,88,88,99,,,,,,,,,
List_250,stdList,495.6520524,59,8,57,88,74,78,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_251,stdList,-4.543777767,37,41,29,52,79,66,86,15,38,41,38,31,85,16,60,29,89,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_252,stdList,28.401299,45,56,3,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_253,stdList,45.48288725,67,62,55,50,90,65,25,68,83,87,17,60,22,73,26,97,73,77,61,37,23,36,42,12,93,50,54,92,60,23,29,72,56,77,77,4,26,87,38,19,75,12,,,,,,,,
List_254,stdList,1202.619708,85,51,68,29,25,67,98,68,7,15,94,82,74,23,40,34,87,83,19,2,20,20,17,5,29,3,31,12,18,2,76,16,27,78,39,44,54,83,,,,,,,,,,,,
List_255,meanList,-10.13435883,41,33,38,46,11,28,99,59,8,78,85,28,44,74,57,55,93,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_256,stdList,-1120.799197,69,11,66,14,63,30,17,10,19,36,53,68,68,25,43,75,99,16,35,95,57,1,53,97,60,25,64,84,17,54,86,,,,,,,,,,,,,,,,,,,
List_257,stdList,41.24425637,85,53,65,57,25,53,42,14,41,34,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_258,stdList,1.651731843,8,96,77,96,3,34,78,59,27,58,1,26,42,77,35,42,32,76,77,80,93,46,56,99,38,69,99,4,25,36,68,9,,,,,,,,,,,,,,,,,,
List_259,stdList,114.0180463,76,96,7,19,88,81,68,70,2,2,39,1,38,91,70,2,78,57,18,13,87,29,21,80,100,57,50,70,62,100,36,2,37,81,9,85,78,60,52,15,79,69,24,65,6,4,49,,,
List_260,stdList,2130.266951,41,9,18,55,86,34,22,88,39,11,36,13,44,82,36,63,26,76,97,46,82,35,62,5,83,76,8,96,63,65,5,50,6,69,21,5,92,97,69,,,,,,,,,,,
List_261,stdList,655.4725428,25,14,1,25,26,34,1,73,68,57,76,92,13,89,55,33,44,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_262,sumList,1073.783173,95,22,31,67,53,55,34,50,50,71,97,3,25,7,93,94,13,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_263,sumList,1437.708841,3,49,9,72,75,84,85,60,11,54,39,81,32,55,39,88,4,23,24,44,73,32,85,41,61,32,6,84,,,,,,,,,,,,,,,,,,,,,,
List_264,meanList,-4.156882379,84,57,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_265,sumList,-48.29198481,11,4,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_266,sumList,1.742831259,73,72,12,30,5,91,46,6,15,83,53,89,60,50,77,55,22,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_267,stdList,4.531734517,74,23,27,44,48,50,72,57,67,7,7,83,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_268,sumList,7.434751099,17,59,60,69,37,64,89,30,11,99,100,49,50,79,85,85,4,89,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_269,meanList,11.44620401,21,53,60,30,55,26,78,83,98,1,59,46,12,31,99,50,26,10,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_270,sumList,38.88234321,79,55,56,76,75,73,90,72,84,50,73,18,49,45,97,20,87,50,19,23,87,33,89,87,17,2,84,1,11,68,5,58,7,87,98,50,92,67,82,82,95,,,,,,,,,
List_271,meanList,1638.211854,23,31,13,14,29,82,79,33,43,83,61,40,31,92,33,38,72,57,87,35,18,77,51,37,25,17,100,19,78,21,,,,,,,,,,,,,,,,,,,,
List_272,meanList,39.35603654,71,9,77,57,48,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_273,sumList,21.15885468,9,45,24,99,26,6,63,3,6,99,68,63,75,15,7,9,9,31,64,72,6,72,45,25,24,47,78,54,50,84,54,63,97,,,,,,,,,,,,,,,,,
List_274,sumList,733.610886,30,31,71,91,45,59,10,4,54,71,70,8,28,40,69,9,92,31,69,16,74,21,33,19,9,38,30,92,54,38,33,93,23,50,62,17,63,60,74,21,98,,,,,,,,,
List_275,meanList,-703.7327592,14,60,8,28,86,96,97,30,86,26,62,21,33,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_276,stdList,-45.62257345,66,52,11,96,94,92,50,52,50,52,94,31,91,39,37,70,38,9,40,84,95,24,33,22,95,79,96,,,,,,,,,,,,,,,,,,,,,,,
List_277,stdList,-11.23006158,14,91,15,50,78,46,30,92,39,39,46,88,15,22,12,73,41,29,67,72,85,77,20,7,47,4,57,22,53,24,76,7,99,53,45,76,68,32,52,46,55,19,23,45,20,75,42,34,,
List_278,stdList,71.03586078,26,5,58,50,35,31,38,91,5,85,84,78,31,32,54,31,18,94,57,30,86,71,59,89,1,63,48,75,24,60,73,18,5,82,35,85,73,70,77,46,59,,,,,,,,,
List_279,stdList,22.08281925,77,71,16,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_280,meanList,130.4617075,85,34,81,4,57,14,53,46,73,46,66,26,26,24,2,87,94,15,88,87,39,30,56,82,19,73,75,97,91,25,77,73,86,,,,,,,,,,,,,,,,,
List_281,meanList,-50.83818724,71,73,37,14,8,59,25,69,22,89,35,61,32,62,96,23,49,100,14,94,93,25,71,52,70,55,88,13,7,53,2,37,26,87,46,41,84,55,61,86,26,39,54,,,,,,,
List_282,sumList,-516.601709,69,9,74,99,44,44,41,24,57,39,100,88,34,65,16,46,8,74,43,49,25,53,62,71,22,64,11,97,95,95,76,18,20,23,12,19,18,87,40,33,98,34,72,,,,,,,
List_283,stdList,753.2704435,69,36,16,31,73,45,23,14,82,95,61,66,60,79,85,17,31,39,97,68,31,49,100,18,37,17,71,37,89,,,,,,,,,,,,,,,,,,,,,
List_284,sumList,-10.3492892,49,61,29,88,25,38,39,11,42,97,82,51,92,60,39,50,89,87,73,49,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_285,meanList,1.605725286,100,78,20,85,47,84,12,61,97,67,2,57,24,27,96,52,83,49,48,38,34,85,95,51,51,15,51,59,,,,,,,,,,,,,,,,,,,,,,
List_286,stdList,-455.4668369,59,42,43,73,72,94,22,61,71,80,96,32,59,53,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_287,meanList,21.26354651,97,77,58,7,21,69,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_288,meanList,-9.973440313,18,14,6,4,71,10,9,12,35,72,80,96,65,23,78,63,28,50,74,83,20,20,95,4,75,,,,,,,,,,,,,,,,,,,,,,,,,
List_289,stdList,41.4728671,90,53,1,62,77,10,13,89,47,7,41,57,52,37,66,10,98,13,81,41,37,14,19,14,64,56,14,49,86,58,88,98,32,79,,,,,,,,,,,,,,,,
List_290,meanList,299.8928907,60,75,91,2,5,45,29,87,41,64,34,11,9,75,88,97,75,16,89,16,48,29,68,26,62,26,39,5,21,6,88,73,6,32,100,38,70,3,12,,,,,,,,,,,
List_291,meanList,62.95474136,7,67,49,41,95,17,22,57,80,57,53,80,32,92,85,14,8,83,59,11,2,13,39,20,42,81,53,59,37,81,20,31,96,8,20,11,83,70,95,45,33,71,79,62,57,42,73,,,
List_292,meanList,67.30645193,57,44,82,47,9,26,55,14,80,64,68,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_293,stdList,-18.83327847,12,14,13,99,83,14,41,75,53,1,97,97,65,47,51,88,53,82,83,75,10,6,20,55,16,31,62,94,61,2,86,57,36,10,2,14,33,14,2,31,62,79,76,9,99,23,79,,,
List_294,stdList,44.98523814,75,25,5,97,97,26,100,93,24,55,75,58,22,19,91,97,65,9,48,25,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_295,meanList,-62.70297872,27,25,63,25,51,31,23,89,73,30,63,25,14,50,15,28,58,50,89,37,83,39,47,27,73,69,41,55,35,51,,,,,,,,,,,,,,,,,,,,
List_296,sumList,9.333347677,56,17,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_297,meanList,63.34631913,63,86,93,18,2,40,5,19,24,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_298,meanList,247.7384621,72,10,42,4,55,64,63,28,52,100,83,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_299,meanList,46.36475969,48,26,70,7,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_300,sumList,-46.55679484,19,63,50,13,18,8,46,74,76,72,61,29,40,21,53,8,89,84,39,59,41,96,60,11,57,37,81,80,73,59,89,54,44,76,15,70,43,1,88,11,47,77,2,99,35,61,61,7,14,31
List_301,sumList,321.4961133,69,34,24,76,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
