Name,Length,Threshold,Value
List_749,2,-376.62281149652534,-185.811
List_750,2,8.120808232560952,8.06
List_751,8,17.745929171332456,17.256
List_752,2,-1227.7636560125256,0.0
List_753,2,16.756617514068076,9.0
List_754,23,723.3718389824594,138.933
List_755,43,44.50490628794246,43.337
List_756,2,-15.001850665274594,-2.501
List_757,2,17.151275871227327,10.0
List_758,2,7.470847372758342,12.235
List_759,5,240.7397942578564,81.267
List_760,11,553.0233401977198,521.0
List_761,37,18.72520172153899,18.524
List_762,4,62.321389200516535,61.0
List_763,1,-27.880261574025255,-27.88
List_764,1,-2.732695286315148,0.0
List_765,2,-97.98458918898169,0.0
List_766,2,-14.434071879616509,-6.434
List_767,2,-783.7564759147666,-779.756
List_768,39,58.53828596134129,29.28
List_769,23,32.407589104801716,28.927
List_770,2,-38.237358192198435,-37.237
List_771,2,20.56436183733952,15.0
List_772,10,70.48534364410726,62.649
List_773,43,30.938081531667446,27.397
List_774,2,-0.8144725739015327,4.093
List_775,2,-167.95924010699787,-76.48
List_776,20,1295.65999770016,938.0
List_777,1,33.36555263428143,0.0
List_778,9,1.3684417859636089,1.333
List_779,2,-15.954759091054076,-8.955
List_780,2,-94.03667621970168,0.0
List_781,26,85.81427013761844,55.762
List_782,2,-17.748687076842007,-6.874
List_783,2,-497.34992034835307,-248.175
List_784,8,78.71438648124922,60.0
List_785,2,-48.013697891441446,-44.014
List_786,2,-6.403493757698545,-1.702
List_787,19,46.15238833082885,24.403
List_788,2,18.010632383487778,19.0
List_789,10,94.90149394875968,90.0
List_790,20,9.923016257046724,9.828
List_791,6,151.96621355333687,139.0
List_792,44,405.1107138824637,59.986
List_793,6,38.14088104889232,20.916
List_794,2,-629.1790861320914,-314.09
List_795,4,24.7349753684113,16.0
List_796,50,46.091121869064466,28.459
List_797,40,772.584092249224,71.065
List_798,2,-734.373580428405,0.5
List_799,2,-894.4081635296699,-446.704
List_800,13,28.96254843187238,27.766
List_801,23,1385.0771988196643,1291.0
List_802,3,73.3382155065274,56.779
List_803,2,-285.71367718985925,-138.857
List_804,11,295.6987271509289,76.54
List_805,2,13.166238167948254,23.083
List_806,2,7.248910329975677,9.124
List_807,46,1594.2941939631714,81.767
List_808,2,-33.24287873150228,-15.121
List_809,2,30.32010285578951,20.16
List_810,2,2.3008530683947543,1.5
List_811,15,64.53252689497357,48.902
List_812,2,-39.48725355199484,-38.487
List_813,39,94.04771260002111,28.805
List_814,2,-46.52649027891298,0.0
List_815,11,12.815201125074738,12.529
List_816,6,3.868891479793078,1.528
List_817,2,-260.7765427716948,-126.388
List_818,29,67.25139664817993,32.823
List_819,2,-3.370793657505934,2.815
List_820,3,20.305813114192723,17.0
List_821,2,-20.1375418554848,-7.569
List_822,2,-13.580828150662455,-3.79
List_823,48,3410.8905975371513,2692.0
List_824,2,-24.746113963798436,-18.746
List_825,2,12.364530144296417,6.0
List_826,26,103.92186194851504,56.228
List_827,27,66.55742579075952,53.206
List_828,2,-35.10911780777886,-34.109
List_829,2,92.26215869334538,90.0
List_830,2,-1342.6650317331705,-1332.665
List_831,26,2507.9855555107433,475.59
List_832,6,43.32538051995664,35.0
List_833,24,885.5657362509221,853.0
List_834,2,-68.0166884585236,0.0
List_835,26,86.51047192986005,47.558
List_836,19,70.66401569468927,35.003
List_837,4,7.546714964102678,6.637
List_838,31,1752.343468098875,106.269
List_839,2,1.2591986193280729,13.259
List_840,27,2047.0871375406,1365.0
List_841,2,-23.743944338495275,0.0
List_842,5,32.656471791297875,30.0
List_843,2,-90.7558098315219,0.0
List_844,2,-35.833620888575965,-15.917
List_845,2,-6.23045425479821,24.77
List_846,2,-10.223744161285412,0.0
List_847,21,11.256956045152243,11.147
List_848,2,-8.380838260964161,-3.69
List_849,2,-20.86450637651386,-17.865
List_850,2,-15.816360066115347,0.0
List_851,2,-3.851445439872202,0.5
List_852,2,-4.326451944084009,3.674
List_853,2,-269.61680550488944,-267.617
List_854,2,-186.73490035081136,0.0
List_855,2,27.65145714169723,22.0
List_856,2,-158.46700604291212,-78.234
List_857,47,205.40179175229224,60.583
List_858,47,649.5180746380544,91.791
List_859,50,48.344509642598446,28.449
List_860,29,1168.6441193546102,204.496
List_861,2,3.90275392907934,13.903
List_862,2,-50.078121029989255,-24.539
List_863,46,47.3077868667302,28.601
List_864,41,1642.200570998093,247.247
List_865,5,69.23307807797622,34.926
List_866,3,13.413208005752354,12.471
List_867,8,84.51312728362697,25.717
List_868,15,77.5064058587692,31.804
List_869,4,70.18914559119702,51.0
List_870,2,-0.8507616173975795,50.149
List_871,2,9.079306514138963,6.0
List_872,2,-0.90352434331233,0.048
List_873,20,70.91885804611034,36.246
List_874,2,-34.099378313557324,0.0
List_875,6,381.8514113471428,122.996
List_876,3,66.0524464019664,26.877
List_877,2,-4.583695884083408,-1.792
List_878,24,1793.20189286483,121.258
List_879,8,69.87025282961783,60.0
List_880,2,2.5918689249606817,4.796
List_881,3,20.997787356677655,18.0
List_882,29,37.896785798701465,37.583
List_883,2,-367.05322705858634,-357.053
List_884,3,48.43232892857463,8.732
List_885,25,1480.4088522154066,114.616
List_886,2,-739.1271548882739,-726.127
List_887,2,21.648322746946377,26.648
List_888,2,-3024.261782574108,0.0
List_889,2,-451.9146173631247,-444.915
List_890,2,-50.86659761591034,0.0
List_891,15,658.035942562359,96.069
List_892,3,14.046207545305167,13.0
List_893,3,108.90347303837596,75.968
List_894,9,518.41480371088,455.0
List_895,8,6.954025266599247,6.244
List_896,2,-418.15972305734226,0.0
List_897,2,25.372554940887895,27.686
List_898,2,-25.916128030255763,-21.916
List_899,17,40.35819562558268,29.471
List_900,38,111.57513320951716,52.884
List_901,2,-1482.1890830094671,-739.595
List_902,35,493.6153146255878,61.332
List_903,1,-0.0,0.0
List_904,2,-4.0140988811632345,3.993
List_905,30,695.4308503876523,65.114
List_906,7,81.23076817216258,67.0
List_907,2,-2871.281546826914,0.0
List_908,19,1267.564268836729,1057.0
List_909,2,-9.405187792785398,0.0
List_910,36,1005.904134140462,74.803
List_911,16,250.35776990941804,236.0
List_912,13,40.04016458152515,37.234
List_913,2,-2863.9892184287696,-2860.989
List_914,5,220.0997906251018,68.678
List_915,37,1228.882202516074,86.727
List_916,42,98.11356650712275,48.217
List_917,24,2405.7129723220114,157.946
List_918,9,22.874234093375406,21.542
List_919,2,-2221.9711240521124,-2218.971
List_920,4,85.6207719212256,60.0
List_921,25,802.0764216434405,796.0
List_922,2,-8.27184955007114,0.0
List_923,32,36.85492439747072,35.902
List_924,38,32.8834709255018,29.183
List_925,2,-0.1227003618445695,0.5
List_926,17,278.0613580410899,268.0
List_927,18,1795.0277325627662,906.0
List_928,1,-45.17078035363264,-45.171
List_929,37,23.890500983155015,23.158
List_930,3,31.29500594842331,20.0
List_931,12,641.0653540798675,606.0
List_932,2,4.764182137555981,6.764
List_933,37,59.03197240569766,46.055
List_934,2,17.31274360261566,8.0
List_935,5,174.0057328230948,54.399
List_936,2,9.758454126954971,7.379
List_937,2,-13.032859103424927,0.0
List_938,30,39.694448448650306,28.041
List_939,2,-2.5812368337380764,-0.581
List_940,2,1.330020486124131,7.5
List_941,15,498.12937942086216,454.0
List_942,2,-301.9322605026151,0.0
List_943,4,11.085110531815909,7.621
List_944,15,21.94348169163836,21.196
List_945,23,70.77839376383955,50.425
List_946,2,1.5943371783766105,0.5
List_947,6,57.89522193525663,56.0
List_948,32,84.048364145784,29.32
List_949,3,2.0447526673401457,1.231
List_950,10,482.0368369656087,102.004
List_951,14,17.291147810158446,15.258
List_952,40,59.111917601067766,49.253
List_953,2,-45.90312848799632,-43.903
List_954,35,2622.332642369244,430.033
List_955,44,4243.3578966301575,145.167
List_956,41,902.1563454906131,133.516
List_957,5,8.190573406001702,7.038
List_958,29,20.53702840530746,20.141
List_959,2,-29.46908946304121,-23.469
List_960,16,667.9146337614038,619.0
List_961,2,-52.33958369843579,-24.67
List_962,42,33.527582548473355,27.291
List_963,5,10.747685220609904,10.35
List_964,2,-12.002413648647629,0.0
List_965,2,-32.1992978326601,0.0
List_966,36,1945.5783832858044,313.326
List_967,2,-26.589417213992235,0.0
List_968,5,12.05982836247702,11.212
List_969,26,17.885274820784623,17.63
List_970,40,1425.7590119844897,215.629
List_971,16,586.7787034402194,134.073
List_972,2,-278.1417920717911,-265.142
List_973,2,-311.2430910249042,-153.622
List_974,2,-831.0186993965766,-824.019
List_975,15,1050.3824870576782,250.216
List_976,16,80.76244539859728,62.298
List_977,18,22.572000914679464,22.365
List_978,2,-14.409556783288611,-2.705
List_979,2,-47.82762703470085,-23.414
List_980,42,120.35073270387883,29.504
List_981,2,-47.93253227403768,0.0
List_982,37,1701.5359782690373,93.852
List_983,27,1035.5010695543422,82.204
List_984,3,49.05673818310144,37.0
List_985,2,-96.14637280123728,-95.146
List_986,2,-15.745431909058595,-6.745
List_987,2,-18.13520628585488,17.932
List_988,27,33.7062720405726,33.174
List_989,2,-382.435076916133,0.0
List_990,2,-846.0045295220418,-420.002
List_991,2,-535.3190187135982,0.0
List_992,6,59.9095686342276,45.0
List_993,26,37.57664935868224,37.561
List_994,2,-331.15961976339855,0.0
List_995,13,30.814380799597338,30.601
List_996,5,419.808496429182,129.762
List_997,5,127.57210217539102,121.0
List_998,5,11.399773665872242,10.88
List_999,9,591.3646090070504,172.919
,,,
